"","DOIs","is_oa","oa_status"
"29482","10.1002/uog.20736",TRUE,"bronze"
"29483","10.1111/grow.12449",TRUE,"hybrid"
"29484","10.1002/hep4.1356",TRUE,"gold"
"29485","10.1001/jama.2019.15516",FALSE,"closed"
"29486","10.1177/1178623x19827976",TRUE,"gold"
"29487","10.1080/10580530.2020.1871533",FALSE,"closed"
"29488","10.1063/1.4981886",TRUE,"green"
"29489","10.1200/jco.2015.64.0862",FALSE,"closed"
"29490","10.1161/strokeaha.116.014258",TRUE,"bronze"
"29491","10.1161/circulationaha.116.021553",TRUE,"bronze"
"29492","10.1055/s-0037-1601354",FALSE,"closed"
"29493","10.1080/08912963.2016.1263626",FALSE,"closed"
"29494","10.1029/2018gl080158",TRUE,"bronze"
"29495","10.29089/2020.20.00129",TRUE,"gold"
"29496","10.1055/s-0039-1687991",FALSE,"closed"
"29497","10.1039/c9ra10247g",TRUE,"gold"
"29498","10.1098/rspa.2018.0718",TRUE,"green"
"29499","10.1111/psyg.12385",TRUE,"green"
"29500","10.1515/jbnst-2018-0017",FALSE,"closed"
"29501","10.1002/uog.17424",TRUE,"bronze"
"29502","10.1002/elan.201700552",FALSE,"closed"
"29503","10.1029/2018gl079764",TRUE,"green"
"29504","10.1080/10530789.2020.1678809",FALSE,"closed"
"29505","10.1002/ecs2.1532",TRUE,"gold"
"29506","10.1002/fuce.201900055",TRUE,"hybrid"
"29507","10.1111/ddg.12576",FALSE,"closed"
"29508","10.1002/ange.201803977",FALSE,"closed"
"29509","10.1021/acs.inorgchem.0c02132",FALSE,"closed"
"29510","10.1021/acsanm.0c02394",TRUE,"green"
"29511","10.1002/chem.201905344",TRUE,"hybrid"
"29512","10.1021/acs.chemmater.0c03880",FALSE,"closed"
"29513","10.1063/1.4943636",FALSE,"closed"
"29514","10.14814/phy2.14560",TRUE,"gold"
"29515","10.22331/q-2019-08-12-171",TRUE,"gold"
"29516","10.1111/2041-210x.12394",TRUE,"bronze"
"29517","10.1055/a-0643-4830",FALSE,"closed"
"29518","10.1021/jacs.5b07427",FALSE,"closed"
"29519","10.1021/acs.joc.5b02240",TRUE,"hybrid"
"29520","10.1177/2053168020967488",TRUE,"gold"
"29521","10.2138/gselements.17.1.9",FALSE,"closed"
"29522","10.1111/jsr.12614",TRUE,"bronze"
"29523","10.1093/tandt/tty095",FALSE,"closed"
"29524","10.1080/10438599.2017.1310794",TRUE,"green"
"29525","10.1093/ndt/gfz103.sp277",FALSE,"closed"
"29526","10.1002/ets2.12156",TRUE,"bronze"
"29527","10.1055/s-0037-1601736",FALSE,"closed"
"29528","10.1287/mnsc.2017.2913",TRUE,"green"
"29529","10.1080/1600910x.2018.1544577",TRUE,"green"
"29530","10.1080/01411594.2019.1679368",FALSE,"closed"
"29531","10.1200/jco.2020.38.4_suppl.390",FALSE,"closed"
"29532","10.2514/6.2017-3719",TRUE,"green"
"29533","10.1055/a-1264-8173",FALSE,"closed"
"29534","10.1287/orsc.2017.1171",FALSE,"closed"
"29535","10.1177/1010539516683497",TRUE,"hybrid"
"29536","10.1002/we.2097",TRUE,"hybrid"
"29537","10.1055/s-0043-118588",FALSE,"closed"
"29538","10.1002/ccd.28592",TRUE,"hybrid"
"29539","10.2166/wst.2017.212",TRUE,"bronze"
"29540","10.1111/jfb.14234",FALSE,"closed"
"29541","10.1024/1662-9647/a000257",TRUE,"bronze"
"29542","10.1163/22134379-bja10028",TRUE,"gold"
"29543","10.1515/aot-2021-0006",FALSE,"closed"
"29544","10.1515/hzhz-2021-1188",TRUE,"bronze"
"29545","10.1055/a-0603-6864",FALSE,"closed"
"29546","10.1080/1547402x.2021.1923213",FALSE,"closed"
"29547","10.1080/13501763.2021.1954059",FALSE,"closed"
"29548","10.1177/0022343315585847",TRUE,"green"
"29549","10.1055/s-0035-1544988",FALSE,"closed"
"29550","10.3410/f.733277863.793549275",TRUE,"bronze"
"29551","10.3139/9783446458123.001",FALSE,"closed"
"29552","10.13109/muum.2016.37.4.382",FALSE,"closed"
"29553","10.1055/s-0042-112201",FALSE,"closed"
"29554","10.1163/18712428-09603002",FALSE,"closed"
"29555","10.1515/corrrev-2017-0078",FALSE,"closed"
"29556","10.1055/s-0036-1597723",FALSE,"closed"
"29557","10.3790/rup.52.2.104",FALSE,"closed"
"29558","10.1177/138826271601800405",FALSE,"closed"
"29559","10.13109/tode.2017.14.1.91",FALSE,"closed"
"29560","10.3410/f.733814561.793557086",TRUE,"bronze"
"29561","10.3410/f.725714071.793557073",FALSE,"closed"
"29562","10.3410/f.733234891.793557089",TRUE,"bronze"
"29563","10.3410/f.726933515.793557081",FALSE,"closed"
"29564","10.1055/s-0034-1399066",FALSE,"closed"
"29565","10.2523/iptc-19538-ms",FALSE,"closed"
"29566","10.5465/ambpp.2019.35",TRUE,"bronze"
"29567","10.33805/2573.3877.135",TRUE,"gold"
"29568","10.1145/3335783.3335784",FALSE,"closed"
"29569","10.1515/vfzg-2020-0039",TRUE,"bronze"
"29570","10.1093/hisres/htaa034",TRUE,"hybrid"
"29571","10.7767/9783205209768",FALSE,"closed"
"29572","10.1055/a-1216-6962",FALSE,"closed"
"29573","10.1055/s-0040-1707889",FALSE,"closed"
"29574","10.3410/f.736788736.793575102",FALSE,"closed"
"29575","10.3410/f.736128567.793573395",FALSE,"closed"
"29576","10.1002/bewi.202000001",TRUE,"hybrid"
"29577","10.1177/0725513619863865",FALSE,"closed"
"29578","10.1177/1868102620915000",TRUE,"gold"
"29579","10.1515/srsr-2021-0021",FALSE,"closed"
"29580","10.1177/1359183517729427",FALSE,"closed"
"29581","10.1177/2053168016686636",TRUE,"gold"
"29582","10.1116/1.4971173",FALSE,"closed"
"29583","10.1007/s12290-015-0352-8",TRUE,"bronze"
"29584","10.1055/s-0037-1611576",FALSE,"closed"
"29585","10.1177/0539018417734419",TRUE,"green"
"29586","10.1002/stab.201910114",FALSE,"closed"
"29587","10.1111/apha.12689",TRUE,"bronze"
"29588","10.1055/a-0682-3055",FALSE,"closed"
"29589","10.1145/3461702.3462631",TRUE,"bronze"
"29590","10.1093/isq/sqaa002",FALSE,"closed"
"29591","10.24193/subbto.2021.1.13",TRUE,"gold"
"29592","10.1177/0890334415594615",FALSE,"closed"
"29593","10.1002/ejhf.1611",TRUE,"bronze"
"29594","10.1111/tbed.13333",TRUE,"hybrid"
"29595","10.1109/icc.2015.7249414",FALSE,"closed"
"29596","10.1080/15563650.2017.1304554",FALSE,"closed"
"29597","10.1155/2016/5728071",TRUE,"gold"
"29598","10.1002/ecs2.1820",TRUE,"gold"
"29599","10.1002/anie.201810788",TRUE,"bronze"
"29600","10.1063/1.5040934",TRUE,"green"
"29601","10.1182/blood.v126.23.2617.2617",FALSE,"closed"
"29602","10.1080/23748834.2019.1659667",TRUE,"hybrid"
"29603","10.1200/jco.2015.33.15_suppl.511",FALSE,"closed"
"29604","10.1039/d0sm01992e",TRUE,"hybrid"
"29605","10.1164/rccm.201909-1884oc",FALSE,"closed"
"29606","10.1093/nar/gkab247",TRUE,"gold"
"29607","10.2351/7.0000068",TRUE,"green"
"29608","10.1152/ajprenal.00309.2018",TRUE,"bronze"
"29609","10.36811/jvsr.2019.110005",TRUE,"hybrid"
"29610","10.1002/adfm.201770106",TRUE,"bronze"
"29611","10.1039/d0na00765j",TRUE,"gold"
"29612","10.1128/aac.02599-17",TRUE,"bronze"
"29613","10.1021/acs.jpclett.9b00773",TRUE,"hybrid"
"29614","10.15252/embj.2020104863",TRUE,"hybrid"
"29615","10.1002/smll.201601997",FALSE,"closed"
"29616","10.1515/zpch-2015-0587",TRUE,"green"
"29617","10.1039/c8ta08796b",FALSE,"closed"
"29618","10.1021/acs.langmuir.8b00493",FALSE,"closed"
"29619","10.1039/c6dt00757k",TRUE,"hybrid"
"29620","10.1021/acs.jpcc.6b06320",FALSE,"closed"
"29621","10.1002/adfm.201705901",FALSE,"closed"
"29622","10.1002/ejic.201800276",FALSE,"closed"
"29623","10.1111/bcpt.13541",FALSE,"closed"
"29624","10.1055/s-0037-1599013",TRUE,"hybrid"
"29625","10.1002/anie.201704854",FALSE,"closed"
"29626","10.1111/vde.12727",FALSE,"closed"
"29627","10.1002/ange.201810788",TRUE,"bronze"
"29628","10.1093/eurheartj/ehz748.0126",FALSE,"closed"
"29629","10.1002/cssc.202000542",FALSE,"closed"
"29630","10.1029/2019gl086185",TRUE,"hybrid"
"29631","10.2471/blt.19.229773",TRUE,"gold"
"29632","10.1093/ajcn/nqx027",TRUE,"hybrid"
"29633","10.1002/ange.201704854",FALSE,"closed"
"29634","10.1002/hbm.25134",TRUE,"gold"
"29635","10.1002/admi.201901658",TRUE,"hybrid"
"29636","10.1021/acs.iecr.5b03910",FALSE,"closed"
"29637","10.1039/c5cp01213a",TRUE,"green"
"29638","10.1002/anie.201803977",FALSE,"closed"
"29639","10.1155/2015/457980",TRUE,"gold"
"29640","10.1039/c6cc04250c",FALSE,"closed"
"29641","10.1002/anie.201704821",TRUE,"green"
"29642","10.1002/anie.201702357",FALSE,"closed"
"29643","10.23919/empc44848.2019.8951834",TRUE,"green"
"29644","10.1021/acs.jpcc.9b00282",TRUE,"hybrid"
"29645","10.1016/j.trci.2018.10.011",TRUE,"gold"
"29646","10.29363/nanoge.ngfm.2019.187",FALSE,"closed"
"29647","10.1002/ejlt.201900143",TRUE,"hybrid"
"29648","10.1021/acs.jced.9b00473",FALSE,"closed"
"29649","10.1002/ange.201702357",FALSE,"closed"
"29650","10.12659/aot.896821",TRUE,"green"
"29651","10.1002/ange.201704821",TRUE,"green"
"29652","10.1093/heapro/dax035",TRUE,"hybrid"
"29653","10.1155/2016/7423249",TRUE,"gold"
"29654","10.1063/1.5083838",FALSE,"closed"
"29655","10.1039/d0cp03360j",FALSE,"closed"
"29656","10.1002/cplu.201900181",TRUE,"hybrid"
"29657","10.1021/acsomega.1c01412",TRUE,"gold"
"29658","10.1080/14017431.2018.1442930",FALSE,"closed"
"29659","10.1080/10826084.2016.1188946",FALSE,"closed"
"29660","10.1002/celc.201600776",FALSE,"closed"
"29661","10.1155/2018/5284963",TRUE,"gold"
"29662","10.1021/acs.jctc.7b00991",FALSE,"closed"
"29663","10.1021/acs.jpcc.6b03341",FALSE,"closed"
"29664","10.1002/cmdc.201700783",TRUE,"hybrid"
"29665","10.1080/14782804.2019.1581715",FALSE,"closed"
"29666","10.3410/f.726396818.793557072",FALSE,"closed"
"29667","10.3410/f.725392765.793557071",TRUE,"bronze"
"29668","10.3410/f.733480838.793557075",TRUE,"bronze"
"29669","10.3410/f.731252939.793557068",FALSE,"closed"
"29670","10.3410/f.732395177.793557084",TRUE,"bronze"
"29671","10.1177/0271678x15621576",TRUE,"bronze"
"29672","10.1002/ange.201602579",FALSE,"closed"
"29673","10.1055/s-0043-106259",TRUE,"hybrid"
"29674","10.1111/apha.12880",TRUE,"bronze"
"29675","10.1111/1477-8947.12087",FALSE,"closed"
"29676","10.1177/1056492616686425",FALSE,"closed"
"29677","10.1111/apha.12815",FALSE,"closed"
"29678","10.1177/0001699317753508",FALSE,"closed"
"29679","10.2514/6.2017-3026",FALSE,"closed"
"29680","10.1080/19472498.2017.1411052",FALSE,"closed"
"29681","10.1093/eurpub/cky212.527",FALSE,"closed"
"29682","10.1055/a-0586-2392",FALSE,"closed"
"29683","10.32470/ccn.2019.1258-0",TRUE,"hybrid"
"29684","10.33805/2573-3877.135",TRUE,"gold"
"29685","10.1026/2191-9186/a000420",FALSE,"closed"
"29686","10.1111/emed.12325",FALSE,"closed"
"29687","10.1177/0309816820904030",FALSE,"closed"
"29688","10.4071/2380-4505-2019.1.000046",FALSE,"closed"
"29689","10.1002/mawe.201500404",FALSE,"closed"
"29690","10.1080/01402390.2020.1733988",FALSE,"closed"
"29691","10.4171/207",FALSE,"closed"
"29692","10.1126/science.371.6531.762",FALSE,"closed"
"29693","10.1024/1012-5302/a000762",FALSE,"closed"
"29694","10.1515/aot-2020-0051",TRUE,"bronze"
"29695","10.1126/science.369.6510.1415",FALSE,"closed"
"29696","10.3410/f.737184454.793580967",FALSE,"closed"
"29697","10.1055/a-1284-8806",FALSE,"closed"
"29698","10.1002/bies.202000031",TRUE,"hybrid"
"29699","10.1111/j.1755-3768.2017.02371",FALSE,"closed"
"29700","10.1177/1466138118819018",TRUE,"hybrid"
"29701","10.1515/hzhz-2019-1181",FALSE,"closed"
"29702","10.1515/pubhef-2016-0017",FALSE,"closed"
"29703","10.1515/sirius-2018-3009",FALSE,"closed"
"29704","10.1515/bd-2017-0063",FALSE,"closed"
"29705","10.1177/2032284421996029",TRUE,"bronze"
"29706","10.1145/2786567.2792900",FALSE,"closed"
"29707","10.1177/1024258915585943",FALSE,"closed"
"29708","10.1002/eet.1697",FALSE,"closed"
"29709","10.1111/apha.12683",TRUE,"bronze"
"29710","10.1111/nyas.12767",FALSE,"closed"
"29711","10.1145/2783446.2783627",FALSE,"closed"
"29712","10.1177/0958928717696441",FALSE,"closed"
"29713","10.1080/19331681.2018.1485608",TRUE,"bronze"
"29714","10.1055/s-0037-1609942",FALSE,"closed"
"29715","10.1145/3125719.3125732",TRUE,"green"
"29716","10.1590/0001-3765201720160483",TRUE,"gold"
"29717","10.1075/jlp.15.5.11tru",FALSE,"closed"
"29718","10.1055/s-0036-1597734",FALSE,"closed"
"29719","10.1111/emed.12318",FALSE,"closed"
"29720","10.1002/stab.201910127",FALSE,"closed"
"29721","10.1177/0896920520977644",FALSE,"closed"
"29722","10.14220/mdge.2016.63.1.85",FALSE,"closed"
"29723","10.13109/erbi.2016.62.4.166",FALSE,"closed"
"29724","10.1055/s-0043-122402",FALSE,"closed"
"29725","10.1093/bybil/bry002",FALSE,"closed"
"29726","10.1111/1467-954x.12414",FALSE,"closed"
"29727","10.1111/1745-8315.12655",FALSE,"closed"
"29728","10.1080/01916599.2018.1534448",TRUE,"hybrid"
"29729","10.1145/3283458.3283522",FALSE,"closed"
"29730","10.1177/2397002218760510",FALSE,"closed"
"29731","10.1111/1468-2346.12329",FALSE,"closed"
"29732","10.3167/screen.2018.030204",FALSE,"closed"
"29733","10.1177/1750635219894611",TRUE,"hybrid"
"29734","10.1002/eji.201545657",TRUE,"bronze"
"29735","10.3410/f.737249122.793570252",FALSE,"closed"
"29736","10.1055/a-1197-5339",FALSE,"closed"
"29737","10.3982/te3556",TRUE,"gold"
"29738","10.1080/14623943.2020.1821631",FALSE,"closed"
"29739","10.1080/14650045.2017.1284817",FALSE,"closed"
"29740","10.1111/apps.12299",TRUE,"hybrid"
"29741","10.2514/6.2019-0246",TRUE,"green"
"29742","10.5465/ambpp.2021.14972abstract",FALSE,"closed"
"29743","10.1145/3287322",TRUE,"green"
"29744","10.1055/a-1467-0301",FALSE,"closed"
"29745","10.1111/abac.12051",FALSE,"closed"
"29746","10.1111/j.1755-3768.2017.03571",TRUE,"bronze"
"29747","10.1002/eji.201545544",FALSE,"closed"
"29748","10.1177/1354856520918076",FALSE,"closed"
"29749","10.33178/alpha.8.09",TRUE,"gold"
"29750","10.1111/spsr.12442",TRUE,"hybrid"
"29751","10.1145/2702613.2732868",FALSE,"closed"
"29752","10.1515/sosi-2018-0022",FALSE,"closed"
"29753","10.1515/fjsb-2019-0021",FALSE,"closed"
"29754","10.1515/sirius-2020-3024",FALSE,"closed"
"29755","10.1515/sirius-2020-4005",FALSE,"closed"
"29756","10.1515/hzhz-2018-1451",FALSE,"closed"
"29757","10.1177/2032284421996035",FALSE,"closed"
"29758","10.1177/0170840617717096",FALSE,"closed"
"29759","10.1093/grurint/ikaa147",FALSE,"closed"
"29760","10.46272/2409-3416-2016-2-77-82",TRUE,"hybrid"
"29761","10.1515/zrgg-2020-0021",FALSE,"closed"
"29762","10.1111/hic3.12624",TRUE,"hybrid"
"29763","10.13109/zind.2015.40.4.306",FALSE,"closed"
"29764","10.1177/0307513319899662",TRUE,"green"
"29765","10.1055/s-0042-100687",FALSE,"closed"
"29766","10.1111/apha.12693",TRUE,"bronze"
"29767","10.1111/cei.12695",TRUE,"bronze"
"29768","10.1002/stab.201800051",FALSE,"closed"
"29769","10.1055/s-0038-1645873",FALSE,"closed"
"29770","10.1055/s-0043-100492",FALSE,"closed"
"29771","10.1055/s-0043-108551",TRUE,"bronze"
"29772","10.1007/s12290-016-0419-1",TRUE,"bronze"
"29773","10.1055/s-0042-120166",FALSE,"closed"
"29774","10.1055/s-0043-118155",TRUE,"bronze"
"29775","10.13109/tode.2017.14.1.141",FALSE,"closed"
"29776","10.1080/14650045.2018.1424137",FALSE,"closed"
"29777","10.3410/f.733117765.793557080",FALSE,"closed"
"29778","10.3410/f.729069926.793557079",FALSE,"closed"
"29779","10.3410/f.733626232.793557078",FALSE,"closed"
"29780","10.3410/f.733769855.793557076",TRUE,"bronze"
"29781","10.3410/f.731793774.793557077",FALSE,"closed"
"29782","10.1055/s-0034-1387600",FALSE,"closed"
"29783","10.1080/13504630.2018.1514161",FALSE,"closed"
"29784","10.1515/pubhef-2019-0054",FALSE,"closed"
"29785","10.1515/olzg-2016-0127",FALSE,"closed"
"29786","10.1515/olzg-2016-0159",FALSE,"closed"
"29787","10.1515/zfw-2017-0027",FALSE,"closed"
"29788","10.3410/f.735816461.793560758",FALSE,"closed"
"29789","10.3410/f.735310807.793563594",TRUE,"bronze"
"29790","10.1002/bapi.201810010",FALSE,"closed"
"29791","10.1080/17459737.2019.1605412",FALSE,"closed"
"29792","10.1055/a-0947-2988",FALSE,"closed"
"29793","10.1055/a-1057-3411",FALSE,"closed"
"29794","10.1002/stvr.1757",TRUE,"bronze"
"29795","10.1515/roja-2020-0014",TRUE,"bronze"
"29796","10.1515/jpm-2021-0382",FALSE,"closed"
"29797","10.1080/23800127.2018.1504600",FALSE,"closed"
"29798","10.1145/2745555.2746676",TRUE,"green"
"29799","10.1177/0958928714556969",FALSE,"closed"
"29800","10.3410/f.740096665.793585721",FALSE,"closed"
"29801","10.1177/2397002220978114",TRUE,"hybrid"
"29802","10.51216/2687-072x_2021_2_55",FALSE,"closed"
"29803","10.2298/ntrp1701070b",TRUE,"gold"
"29804","10.1111/jscm.12145",FALSE,"closed"
"29805","10.1002/ecy.3198",FALSE,"closed"
"29806","10.2172/1460734",TRUE,"green"
"29807","10.1002/ecs2.3168",TRUE,"gold"
"29808","10.1002/cmdc.201600148",TRUE,"hybrid"
"29809","10.3790/vjh.86.1.129",TRUE,"bronze"
"29810","10.1063/5.0051418",TRUE,"bronze"
"29811","10.1027/1015-5759/a000232",FALSE,"closed"
"29812","10.1002/9783433604168",FALSE,"closed"
"29813","10.1111/bjd.15213",FALSE,"closed"
"29814","10.1163/22105018-12340066",FALSE,"closed"
"29815","10.1111/clr.12_13643",TRUE,"bronze"
"29816","10.1109/temc.2018.2838522",TRUE,"hybrid"
"29817","10.1302/0301-620x.98b11.bjj-2016-0337.r1",FALSE,"closed"
"29818","10.1515/zfwp-2016-0020",FALSE,"closed"
"29819","10.1063/1.4983468",TRUE,"green"
"29820","10.1093/nar/gkaa1266",TRUE,"gold"
"29821","10.1680/jtran.16.00067",FALSE,"closed"
"29822","10.1111/ddg.12576_suppl",FALSE,"closed"
"29823","10.1024/0301-1526/a000658",FALSE,"closed"
"29824","10.1063/1.4982621",TRUE,"green"
"29825","10.1530/ec-19-0418",TRUE,"gold"
"29826","10.1029/2020jb021238",TRUE,"hybrid"
"29827","10.1128/mra.00683-20",TRUE,"gold"
"29828","10.1039/d0ob02592e",FALSE,"closed"
"29829","10.1021/acs.organomet.8b00584",TRUE,"green"
"29830","10.3233/wor-162257",FALSE,"closed"
"29831","10.1111/clr.13337",TRUE,"hybrid"
"29832","10.1002/adfm.201906874",TRUE,"hybrid"
"29833","10.1080/00102202.2018.1558218",FALSE,"closed"
"29834","10.1021/acs.nanolett.9b01888",TRUE,"hybrid"
"29835","10.1039/c5sc01699a",TRUE,"gold"
"29836","10.1021/acs.analchem.8b00120",FALSE,"closed"
"29837","10.1039/c7ta02730c",FALSE,"closed"
"29838","10.1021/acs.macromol.8b00322",FALSE,"closed"
"29839","10.1099/mgen.0.000604",TRUE,"gold"
"29840","10.1386/ijis.28.2-3.133_1",FALSE,"closed"
"29841","10.4018/978-1-7998-1279-1.ch025",FALSE,"closed"
"29842","10.1002/ange.201906469",TRUE,"green"
"29843","10.1055/s-0035-1555649",FALSE,"closed"
"29844","10.1002/geot.202000014",FALSE,"closed"
"29845","10.1002/ange.201508242",FALSE,"closed"
"29846","10.1002/stab.201910142",FALSE,"closed"
"29847","10.1111/glob.12181",FALSE,"closed"
"29848","10.1111/1468-229x.12112_24",FALSE,"closed"
"29849","10.1111/ilr.12019",TRUE,"green"
"29850","10.3410/f.726313903.793518317",FALSE,"closed"
"29851","10.3410/f.726132194.793517299",FALSE,"closed"
"29852","10.1111/apha.13534",TRUE,"bronze"
"29853","10.1080/02549948.2016.1259788",FALSE,"closed"
"29854","10.1055/s-0034-1384315",TRUE,"bronze"
"29855","10.1177/1362480615571791",TRUE,"green"
"29856","10.1590/1984-639820156315",TRUE,"gold"
"29857","10.4103/0976-3147.153213",TRUE,"gold"
"29858","10.1002/cjce.22390",FALSE,"closed"
"29859","10.1145/2675743.2772598",FALSE,"closed"
"29860","10.14220/9783737006866.213",TRUE,"bronze"
"29861","10.3410/f.726585242.793540134",FALSE,"closed"
"29862","10.4018/978-1-5225-5094-5.ch001",FALSE,"closed"
"29863","10.1080/03612759.2018.1436327",FALSE,"closed"
"29864","10.1177/1541931213601066",TRUE,"green"
"29865","10.1145/2984356.2985226",TRUE,"green"
"29866","10.13109/9783666405600",TRUE,"bronze"
"29867","10.1111/apha.12814",TRUE,"bronze"
"29868","10.1055/a-0673-8215",FALSE,"closed"
"29869","10.1145/3283458.3283525",FALSE,"closed"
"29870","10.3410/f.733175160.793555048",TRUE,"bronze"
"29871","10.1093/hgs/dcy036",FALSE,"closed"
"29872","10.1055/s-0038-1667764",FALSE,"closed"
"29873","10.1055/s-0037-1602727",FALSE,"closed"
"29874","10.1525/gp.2020.14130",FALSE,"closed"
"29875","10.3410/f.725507116.793557070",TRUE,"bronze"
"29876","10.3410/f.726050647.793557082",FALSE,"closed"
"29877","10.3410/f.733069402.793557083",TRUE,"bronze"
"29878","10.1142/9789811205217_0019",FALSE,"closed"
"29879","10.3410/f.734902925.793557351",FALSE,"closed"
"29880","10.1080/10253866.2019.1586680",FALSE,"closed"
"29881","10.1080/21647259.2018.1491281",FALSE,"closed"
"29882","10.1002/bate.202100050",FALSE,"closed"
"29883","10.1002/lemi.201951137",FALSE,"closed"
"29884","10.1080/02634937.2021.1882388",FALSE,"closed"
"29885","10.1515/zfgg-2020-0015",FALSE,"closed"
"29886","10.31205/ba.053.02",TRUE,"bronze"
"29887","10.1055/a-1383-7624",TRUE,"bronze"
"29888","10.35998/oe-2021-0001",FALSE,"closed"
"29889","10.1080/13619462.2021.1925548",FALSE,"closed"
"29890","10.1177/2053951716666301",TRUE,"gold"
"29891","10.1177/0042098015587252",TRUE,"green"
"29892","10.1055/s-0044-101618",FALSE,"closed"
"29893","10.1515/olzg-2016-0168",FALSE,"closed"
"29894","10.1515/jbwg-2019-0010",FALSE,"closed"
"29895","10.1177/0958928717728712",TRUE,"green"
"29896","10.1080/01419870.2021.1881141",FALSE,"closed"
"29897","10.1080/14747731.2016.1228787",FALSE,"closed"
"29898","10.1515/jpm-2021-0381",TRUE,"bronze"
"29899","10.1080/26395916.2020.1766573",TRUE,"gold"
"29900","10.1200/jco.2021.39.15_suppl.5079",FALSE,"closed"
"29901","10.1161/circresaha.119.315198",TRUE,"bronze"
"29902","10.1139/cjz-2015-0168",FALSE,"closed"
"29903","10.1055/s-0039-1679382",FALSE,"closed"
"29904","10.1021/acs.biomac.9b01458",FALSE,"closed"
"29905","10.1051/lhb/2018023",TRUE,"green"
"29906","10.1029/2020je006519",TRUE,"hybrid"
"29907","10.1002/ehf2.13361",TRUE,"gold"
"29908","10.1039/c9ja00198k",FALSE,"closed"
"29909","10.1002/ange.201900150",TRUE,"green"
"29910","10.1093/ckj/sfaa262",TRUE,"gold"
"29911","10.1021/acs.jpclett.9b03723",TRUE,"green"
"29912","10.1145/3386367.3432731",TRUE,"green"
"29913","10.1055/s-0040-1718489",FALSE,"closed"
"29914","10.1111/apha.12638",TRUE,"bronze"
"29915","10.1024/0040-5930/a000789",FALSE,"closed"
"29916","10.24963/ijcai.2017/124",TRUE,"bronze"
"29917","10.1055/s-0036-1597737",FALSE,"closed"
"29918","10.1055/s-0036-1597721",FALSE,"closed"
"29919","10.1163/1477285x-12341280",FALSE,"closed"
"29920","10.1055/s-0042-116627",FALSE,"closed"
"29921","10.1111/apha.12741",TRUE,"bronze"
"29922","10.3410/f.733838413.793551160",FALSE,"closed"
"29923","10.1055/s-0038-1667243",FALSE,"closed"
"29924","10.1055/a-0668-5039",FALSE,"closed"
"29925","10.1177/0284185117712943",FALSE,"closed"
"29926","10.1024/0301-1526/a000668",FALSE,"closed"
"29927","10.3410/f.733769856.793557074",FALSE,"closed"
"29928","10.3410/f.725414139.793557069",FALSE,"closed"
"29929","10.1055/s-0038-1676883",FALSE,"closed"
"29930","10.1177/1474022219837879",FALSE,"closed"
"29931","10.5954/icarob.2018.is-5",TRUE,"hybrid"
"29932","10.1142/9789811205217_0021",FALSE,"closed"
"29933","10.1111/aae.12124",FALSE,"closed"
"29934","10.1055/s-0035-1570275",TRUE,"bronze"
"29935","10.13109/kont.2015.46.3.279",FALSE,"closed"
"29936","10.1055/s-0039-1696251",FALSE,"closed"
"29937","10.1115/gt2015-43175",FALSE,"closed"
"29938","10.1163/18763332-03903008",FALSE,"closed"
"29939","10.1080/01419870.2020.1812687",FALSE,"closed"
"29940","10.3410/f.737404144.793577864",FALSE,"closed"
"29941","10.1163/18710328-13021150",TRUE,"gold"
"29942","10.1055/a-1320-3789",FALSE,"closed"
"29943","10.3410/f.737816986.793583727",FALSE,"closed"
"29944","10.1080/13629387.2021.1915112",FALSE,"closed"
"29945","10.1093/geronb/gbw055",TRUE,"bronze"
"29946","10.1177/1362480615571724",TRUE,"bronze"
"29947","10.1177/1748048520928662",TRUE,"hybrid"
"29948","10.1002/pds.4666",FALSE,"closed"
"29949","10.1515/olzg-2016-0188",FALSE,"closed"
"29950","10.1515/fjsb-2020-0020",FALSE,"closed"
"29951","10.1515/srsr-2020-0010",FALSE,"closed"
"29952","10.1515/sirius-2020-2032",FALSE,"closed"
"29953","10.1080/19301944.2019.1855023",TRUE,"bronze"
"29954","10.1055/a-0601-0568",FALSE,"closed"
"29955","10.1128/aac.00389-18",TRUE,"bronze"
"29956","10.2308/accr-51954",FALSE,"closed"
"29957","10.1145/3372408",FALSE,"closed"
"29958","10.1021/acsami.7b06192",FALSE,"closed"
"29959","10.1111/acv.12276",FALSE,"closed"
"29960","10.1111/rec.12172",FALSE,"closed"
"29961","10.5220/0006226003040311",TRUE,"hybrid"
"29962","10.1111/jeb.13386",TRUE,"green"
"29963","10.1111/php.12761",TRUE,"bronze"
"29964","10.1080/24701475.2020.1739360",TRUE,"green"
"29965","10.21203/rs.3.rs-91441/v1",TRUE,"green"
"29966","10.1002/2017je005511",TRUE,"green"
"29967","10.1142/s2345748116500093",FALSE,"closed"
"29968","10.1002/stco.201600004",FALSE,"closed"
"29969","10.1177/0305735617724883",FALSE,"closed"
"29970","10.1145/3444692",TRUE,"green"
"29971","10.1039/c8dt03652g",FALSE,"closed"
"29972","10.1002/ejoc.201800100",FALSE,"closed"
"29973","10.1021/acs.jpca.5b04760",FALSE,"closed"
"29974","10.1021/acs.bioconjchem.8b00814",FALSE,"closed"
"29975","10.1061/9780784480120.051",FALSE,"closed"
"29976","10.1002/ente.201800554",TRUE,"green"
"29977","10.3233/ch-189108",FALSE,"closed"
